age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,non_zero_capital_gain,non_zero_capital_loss
51-70,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2149,31-50,United-States,<=50K,,2149
70+,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,11-30,United-States,<=50K,,2149
31-50,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,2129,70+,United-States,<=50K,,2129
17-30,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,2129,51-70,United-States,<=50K,,2129
31-50,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2129,31-50,United-States,<=50K,,2129
31-50,Federal-gov,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,2080,31-50,Other,<=50K,,2080
51-70,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2057,51-70,Other,<=50K,,2057
31-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2057,31-50,United-States,<=50K,,2057
51-70,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2057,51-70,Other,<=50K,,2057
31-50,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2057,31-50,United-States,<=50K,,2057
17-30,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,11-30,United-States,<=50K,,2057
31-50,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,31-50,United-States,<=50K,,2057
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,51-70,United-States,<=50K,,2051
31-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
17-30,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
51-70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
51-70,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2051,11-30,United-States,<=50K,,2051
31-50,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,51-70,United-States,<=50K,,2051
51-70,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
51-70,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
17-30,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
31-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,51-70,United-States,<=50K,,2051
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,Other,<=50K,,2051
31-50,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,31-50,United-States,<=50K,,2051
51-70,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,11-30,United-States,<=50K,,2051
31-50,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2042,31-50,United-States,<=50K,,2042
31-50,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,31-50,United-States,<=50K,,2042
31-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,31-50,United-States,<=50K,,2042
31-50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,31-50,United-States,<=50K,,2042
31-50,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,31-50,United-States,<=50K,,2042
31-50,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,0-10,United-States,<=50K,,2042
17-30,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2042,31-50,United-States,<=50K,,2042
31-50,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,11-30,United-States,<=50K,,2042
51-70,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,31-50,United-States,<=50K,,2042
31-50,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
51-70,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
51-70,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2002,31-50,Other,<=50K,,2002
31-50,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
17-30,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2002,31-50,Other,<=50K,,2002
17-30,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
51-70,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,11-30,United-States,<=50K,,2002
17-30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,51-70,United-States,<=50K,,2002
31-50,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,2002,31-50,United-States,<=50K,,2002
31-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,2002,51-70,United-States,<=50K,,2002
31-50,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
51-70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
51-70,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
31-50,Self-emp-not-inc,16,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,31-50,United-States,<=50K,,2002
17-30,Private,9,Never-married,Prof-specialty,Unmarried,White,Male,0,2001,31-50,United-States,<=50K,,2001
31-50,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,9,Never-married,Other-service,Unmarried,White,Male,0,2001,31-50,United-States,<=50K,,2001
31-50,Federal-gov,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,2001,51-70,United-States,<=50K,,2001
31-50,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
31-50,Private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,2001,11-30,United-States,<=50K,,2001
17-30,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,9,Never-married,Adm-clerical,Own-child,Black,Male,0,2001,31-50,United-States,<=50K,,2001
51-70,Private,9,Separated,Prof-specialty,Not-in-family,Black,Female,0,2001,31-50,United-States,<=50K,,2001
31-50,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
51-70,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,2001,31-50,United-States,<=50K,,2001
51-70,Federal-gov,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,2001,51-70,United-States,<=50K,,2001
17-30,Local-gov,10,Never-married,Other-service,Not-in-family,White,Female,0,2001,31-50,United-States,<=50K,,2001
31-50,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
31-50,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,0,2001,31-50,United-States,<=50K,,2001
31-50,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
31-50,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,2001,31-50,United-States,<=50K,,2001
31-50,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,2001,31-50,United-States,<=50K,,2001
17-30,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,31-50,United-States,<=50K,,1980
17-30,Private,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,31-50,Other,<=50K,,1980
31-50,Private,13,Divorced,Sales,Not-in-family,White,Female,0,1980,51-70,United-States,<=50K,,1980
31-50,Self-emp-not-inc,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,51-70,United-States,<=50K,,1980
17-30,Federal-gov,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,1980,31-50,United-States,<=50K,,1980
17-30,Local-gov,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,10,Separated,Exec-managerial,Not-in-family,White,Male,0,1980,31-50,Other,<=50K,,1980
31-50,Private,13,Divorced,Sales,Not-in-family,White,Male,0,1980,51-70,United-States,<=50K,,1980
17-30,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,1980,31-50,United-States,<=50K,,1980
31-50,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,6,Widowed,Other-service,Not-in-family,Black,Female,0,1980,31-50,United-States,<=50K,,1980
51-70,Private,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,11,Never-married,Transport-moving,Own-child,White,Male,0,1980,51-70,United-States,<=50K,,1980
31-50,Private,9,Never-married,Sales,Not-in-family,White,Female,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,31-50,United-States,<=50K,,1980
17-30,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,1980,31-50,United-States,<=50K,,1980
51-70,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,9,Divorced,Other-service,Not-in-family,White,Male,0,1980,31-50,United-States,<=50K,,1980
31-50,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,31-50,United-States,<=50K,,1980
17-30,Private,6,Never-married,Sales,Other-relative,White,Male,0,1980,31-50,United-States,<=50K,,1980
51-70,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,31-50,United-States,>50K,,1977
31-50,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70+,United-States,>50K,,1977
17-30,Self-emp-inc,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,11-30,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,31-50,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
51-70,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,6,Married-civ-spouse,Sales,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,31-50,United-States,>50K,,1977
31-50,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,31-50,Other,>50K,,1977
31-50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
17-30,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,31-50,United-States,>50K,,1977
31-50,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
51-70,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,31-50,Other,>50K,,1977
31-50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Federal-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1977,51-70,United-States,>50K,,1977
51-70,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,51-70,United-States,>50K,,1977
31-50,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,11-30,United-States,>50K,,1977
31-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,0-10,United-States,>50K,,1977
51-70,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
51-70,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,Other,>50K,,1977
31-50,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
31-50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,31-50,United-States,>50K,,1977
